Name der Einrichtung;Strasse mit Hausnummer;Postleitzahl;Stadt;E-Mail-Adresse;Detail-Link
ATS Suchthilfezentrum Tornesch;Bahnhofsplatz 4;25436;Tornesch;sucht.tu@ats-sh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5264&cHash=c885ac3604eab3a4f99d97cad10b5db1
sucht.tu(at)ats-sh.de;Bahnhofsplatz 4;25436;Tornesch;sucht.tu@ats-sh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Aufsuchende Suchtberatung Maintal;Ascher Str. 62;63477;Maintal;maintal@jj-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4978&cHash=fab190885a25ee09016078eb8591e1d6
maintal(at)jj-ev.de;Ascher Str. 62;63477;Maintal;maintal@jj-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Aufsuchende Suchthilfe Hattersheim;Im Wiesfeld 24;65795;Hattersheim;hattersheim-mob@jj-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5428&cHash=66945c4163abfeb997dcc928b20b6e52
hattersheim-mob(at)jj-ev.de;Im Wiesfeld 24;65795;Hattersheim;hattersheim-mob@jj-ev.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AUSWEG gGmbH;Südring 20;04924;Bad Liebenwerda;ausweg@ausweg-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4959&cHash=940364d5cb15c6f318d087539a0b93d0
ausweg(at)ausweg-gmbh.de;Südring 20;04924;Bad Liebenwerda;ausweg@ausweg-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AUSWEG gGmbH;Ludwig-Jahn-Str. 12;04910;Elsterwerda;ausweg@ausweg-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4960&cHash=58333dba78ceb360dc5414e03f3a817b
ausweg(at)ausweg-gmbh.de;Ludwig-Jahn-Str. 12;04910;Elsterwerda;ausweg@ausweg-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AUSWEG gGmbH;Große Ringstraße 4;03238;Finsterwalde;ausweg@ausweg-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4961&cHash=051e7b7a2ea238560102b2078d55fffe
ausweg(at)ausweg-gmbh.de;Große Ringstraße 4;03238;Finsterwalde;ausweg@ausweg-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AUSWEG gGmbH;Ludwig-Jahn-Str. 24;04916;Herzberg;ausweg@ausweg-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4962&cHash=2f7f6d01a3d41dd5998aa34ffbd004ec
ausweg(at)ausweg-gmbh.de;Ludwig-Jahn-Str. 24;04916;Herzberg;ausweg@ausweg-gmbh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO ambulante Beratungs - und Behandlungsstelle;Brücker Landstrasse 1 a;14806;Bad Belzig;suchtberatung-belzig@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5839&cHash=7a25b06068ce583a83f7f11bcb295fbb
suchtberatung-belzig(at)awo-potsdam.de;Brücker Landstrasse 1 a;14806;Bad Belzig;suchtberatung-belzig@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO ambulante Beratungs - und Behandlungsstelle;Potsdamer Str. 7/9;14513;Teltow;suchtberatung-teltow@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5840&cHash=672a913ed69bd74fcdec90034618273b
suchtberatung-teltow(at)awo-potsdam.de;Potsdamer Str. 7/9;14513;Teltow;suchtberatung-teltow@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO ambulante Beratungs - und Behandlungsstelle;Clara-Zetkin-Str. 196;14547;Beelitz;suchtberatung-teltow@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5842&cHash=ba55c1a99398bfd069dcf823b9c3b102
suchtberatung-teltow(at)awo-potsdam.de;Clara-Zetkin-Str. 196;14547;Beelitz;suchtberatung-teltow@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO ambulante Beratungs - und Behandlungsstelle;Gohlitzstr. 23;14797;Kloster Lehnin;suchtberatung-belzig@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5843&cHash=e0c344daa05b61fab3a8af8027fc933d
suchtberatung-belzig(at)awo-potsdam.de;Gohlitzstr. 23;14797;Kloster Lehnin;suchtberatung-belzig@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Ambulante Beratungs- und Behandlungsstelle für Suchtkranke und Suchtgefährdete;Großbeerenstraße 187;14482;Potsdam;suchtberatungsstelle@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5384&cHash=0fb946d3b91039dc2e823a2c5ec1d8f6
suchtberatungsstelle(at)awo-potsdam.de;Großbeerenstraße 187;14482;Potsdam;suchtberatungsstelle@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO ambulante Suchtberatungs - und Behandlungsstelle;Eisenbahnstr. 1;14542;Werder (Havel);suchtberatung-teltow@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5841&cHash=46552cc74a8e3e11e5144e797ddb5382
suchtberatung-teltow(at)awo-potsdam.de;Eisenbahnstr. 1;14542;Werder (Havel);suchtberatung-teltow@awo-potsdam.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Drogen- und Suchtberatung;Otto-Grotewohl-Ring 1;15344;Strausberg;info-dsb@awo-bb-ost.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6272&cHash=c654208762d55cf4a8abefb1d7935a94
info-dsb(at)awo-bb-ost.de;Otto-Grotewohl-Ring 1;15344;Strausberg;info-dsb@awo-bb-ost.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Erzgebirge gGmbH;Markus-Semmler-Straße 20;08301;Bad Schlema;j.haenel@awo-erzgebirge.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=3979&cHash=db3d17214f4d4ea441daed440224928e
j.haenel(at)awo-erzgebirge.de;Markus-Semmler-Straße 20;08301;Bad Schlema;j.haenel@awo-erzgebirge.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Kreisverband Salzland e.V.;Steinstr. 33;39418;Staßfurt;awo@awo-slk.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5019&cHash=f92dd7709e58e23fcb40c948e319fc99
awo(at)awo-slk.de;Steinstr. 33;39418;Staßfurt;awo@awo-slk.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO SH gGmbH Suchtberatung;Papenmoorweg 2;22869;Schenefeld;petra.danowski@awo-sh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4472&cHash=2e57de6473ed5883bd9a0aafe539c7df
petra.danowski(at)awo-sh.de;Papenmoorweg 2;22869;Schenefeld;petra.danowski@awo-sh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Sozialdienste Uecker-Randow gGmbH;Bahnhofstraße 36a;17358;Torgelow;lisa-marie.kriesel@awo-uer.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6256&cHash=50565313ca883f219a62b9e776536de9
lisa-marie.kriesel(at)awo-uer.org;Bahnhofstraße 36a;17358;Torgelow;lisa-marie.kriesel@awo-uer.org;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Sucht- und Drogenberatungsstelle;Chüdenstraße 4;29410;Salzwedel;awosuchtsaw@web.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5222&cHash=fe6f783034e537ba85829f45f63df1b5
awosuchtsaw(at)web.de;Chüdenstraße 4;29410;Salzwedel;awosuchtsaw@web.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Sucht- und Drogenberatungsstelle im Kreis Coesfeld;Bahnhofstraße 24;48249;Dülmen;l.krueger@awo-msl-re.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6156&cHash=326cbb4cd86564d3807ab0e4c7044ca4
l.krueger(at)awo-msl-re.de;Bahnhofstraße 24;48249;Dülmen;l.krueger@awo-msl-re.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatung;Eislebener Straße 7a;06449;Aschersleben;awo@awo-slk.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5020&cHash=1967609bdf7aaf433eb219f3deb10267
awo(at)awo-slk.de;Eislebener Straße 7a;06449;Aschersleben;awo@awo-slk.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatung Erkner;Ladestraße 1;15537;Erkner;suchtberatung.erkner@awo-fuewa.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5361&cHash=4b2f183166f93982e4a459a406540170
suchtberatung.erkner(at)awo-fuewa.de;Ladestraße 1;15537;Erkner;suchtberatung.erkner@awo-fuewa.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatung Halle;Trakehnerstraße 20;06124;Halle (Saale);suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4877&cHash=33a4098ea8e1777c86c3d3ab0e41289e
suchtberatung(at)awo-halle-merseburg.de;Trakehnerstraße 20;06124;Halle (Saale);suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatung Merseburg;Weiße Mauer 52;06217;Merseburg;suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4878&cHash=7a9fe66a03f8bcbd0eea2df0bb901a3f
suchtberatung(at)awo-halle-merseburg.de;Weiße Mauer 52;06217;Merseburg;suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatung Monheim/Langenfeld;Friedenauerstr.17D;40789;Monheim a. Rhein;info-suchtberatung@awo-kreis-mettmann.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5577&cHash=21dc2c361707c1a35999bae88f6a9fcb
info-suchtberatung(at)awo-kreis-mettmann.de;Friedenauerstr.17D;40789;Monheim a. Rhein;info-suchtberatung@awo-kreis-mettmann.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatung Schönebeck;Otto-Kohle-Straße 23;39218;Schönebeck;awo@awo-slk.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5021&cHash=62dfa13becc4752668efd9239af8cac8
awo(at)awo-slk.de;Otto-Kohle-Straße 23;39218;Schönebeck;awo@awo-slk.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatung und Behandlungsstelle;Möllner Straße 51a;19230;Hagenow;suchtberatung@awo-ludwigslust.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5225&cHash=6154c6d72303330485290d1cab75262a
suchtberatung(at)awo-ludwigslust.de;Möllner Straße 51a;19230;Hagenow;suchtberatung@awo-ludwigslust.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatungs- und Behandlungsstelle;Möllner Straße 51;19230;Hagenow;suchtberatung@awo-ludwigslust.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6107&cHash=8b2a9c2742692573cc8f52f2ddc85525
suchtberatung(at)awo-ludwigslust.de;Möllner Straße 51;19230;Hagenow;suchtberatung@awo-ludwigslust.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatungs- und Präventionsstelle Halstenbek;Bickbargen 128;25469;Halstenbek;suchtberatung-Halstenbek@awo-sh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5718&cHash=b52c88c661d6eae0fd09ad65282278fc
suchtberatung-Halstenbek(at)awo-sh.de;Bickbargen 128;25469;Halstenbek;suchtberatung-Halstenbek@awo-sh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatungs- und Präventionsstelle Rellingen;Hauptstrasse 70;25462;Rellingen;suchtberatung-schenefeld@awo-sh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5719&cHash=8db0c30e7740d55188af1f912969d1d1
suchtberatung-schenefeld(at)awo-sh.de;Hauptstrasse 70;25462;Rellingen;suchtberatung-schenefeld@awo-sh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatungsstelle Bad Dürrenberg;Lutherstraße 20;06231;Bad Dürrenberg;suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4884&cHash=8f7a41c94183719ddde8d8612b46ee04
suchtberatung(at)awo-halle-merseburg.de;Lutherstraße 20;06231;Bad Dürrenberg;suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatungsstelle Mücheln;Rudolf-Breitscheid-Straße 18;06249;Mücheln;suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4885&cHash=4173a33b7c5d23dd28cca65ae7b65d7a
suchtberatung(at)awo-halle-merseburg.de;Rudolf-Breitscheid-Straße 18;06249;Mücheln;suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchtberatungsstelle Querfurt;Kirchplan 1;06268;Querfurt;suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4881&cHash=a82f1a8e218792a3a94bcb6eebdaf0bb
suchtberatung(at)awo-halle-merseburg.de;Kirchplan 1;06268;Querfurt;suchtberatung@awo-halle-merseburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO Suchthilfe;Europastraße 8;57072;Siegen;suchthilfe@awo-siegen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5001&cHash=d75984f706a00a1eb79f93f35637ef12
suchthilfe(at)awo-siegen.de;Europastraße 8;57072;Siegen;suchthilfe@awo-siegen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO VIA Beratungszentrum für Suchtfragen und Suchtprävention;Bismarckstraße 32;58300;Wetter;via-wetter@awo-en.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=3992&cHash=d9a854d03e4e205e968886f2ae2f0346
via-wetter(at)awo-en.de;Bismarckstraße 32;58300;Wetter;via-wetter@awo-en.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO- Suchtberatung Kreisverband Fürstenwalde e.V.;Poststraße 13;15890;Eisenhüttenstadt;suchtberatung.ehst@awo-fuewa.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5037&cHash=8013d02b58d8b65ace7bd6053996c34e
suchtberatung.ehst(at)awo-fuewa.de;Poststraße 13;15890;Eisenhüttenstadt;suchtberatung.ehst@awo-fuewa.de;https://www.dhs.de/service/suchthilfeverzeichnis/
AWO-Suchtberatung Fürstenwalde;Eisenbahnstr. 140;15517;Fürstenwalde;suchtberatung.fw@awo-fuerstenwalde.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4871&cHash=f9c5b7a53f19eb70408d794b9e0065e1
suchtberatung.fw(at)awo-fuerstenwalde.de;Eisenbahnstr. 140;15517;Fürstenwalde;suchtberatung.fw@awo-fuerstenwalde.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Batzenmühle;Batzenmühle 1;34576;Homberg Efze (OT Wernswig);batzenmuehle@hephata.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5155&cHash=bb9c7c43d69ac932260ecbfe229d59db
batzenmuehle(at)hephata.de;Batzenmühle 1;34576;Homberg Efze (OT Wernswig);batzenmuehle@hephata.de;https://www.dhs.de/service/suchthilfeverzeichnis/
BebS - Beratung bei Suchtfragen;Hochwaldstraße 44;66663;Merzig;suchtberatung@merzig-wadern.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5072&cHash=4512572a32a3b1c794f24b5f6c4d47c0
suchtberatung(at)merzig-wadern.de;Hochwaldstraße 44;66663;Merzig;suchtberatung@merzig-wadern.de;https://www.dhs.de/service/suchthilfeverzeichnis/
BELLA DONNA - Beratung von Mädchen und Frauen - Rund um das Thema illegalisierte Drogen;Kopstadtplatz 24-25;45127;Essen;post@belladonna-essen.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4199&cHash=101080ad596cfe5d725ee05e77447e5e
post(at)belladonna-essen.de;Kopstadtplatz 24-25;45127;Essen;post@belladonna-essen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Beratungs- und Behandlungsstelle für Abhängigkeitserkrankungen;Stettiner Straße 121;17291;Prenzlau;suchtberatung.prenzlau@krankenhaus-angermuende.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6034&cHash=1ee697f5756d9a3390d6048909a3d46d
suchtberatung.prenzlau(at)krankenhaus-angermuende.de;Stettiner Straße 121;17291;Prenzlau;suchtberatung.prenzlau@krankenhaus-angermuende.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Beratungs- und Behandlungsstelle für Erwachsene mit Suchtproblemen;DomGalerie, Luisenstr. 2-14;66606;St.Wendel;info@caritas-wnd.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4562&cHash=f2893f71bec3fcb1033fd3bea10fddf5
info(at)caritas-wnd.de;DomGalerie, Luisenstr. 2-14;66606;St.Wendel;info@caritas-wnd.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Beratungs- und Behandlungszentrum;Hüttenbergstr. 42;66538;Neunkirchen;info@caritas-nk.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5371&cHash=45c7dc97c7ccc2bb873d417c330efcd5
info(at)caritas-nk.de;Hüttenbergstr. 42;66538;Neunkirchen;info@caritas-nk.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Beratungs- und Behandlungszentrum für Abhängigkeitserkrankungen;Kaplangasse 1;36251;Bad Hersfeld;bbzsucht.diakonie.hefrof@ekkw.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4187&cHash=90a24425d8b03583c0a2d5e489d01d50
bbzsucht.diakonie.hefrof(at)ekkw.de;Kaplangasse 1;36251;Bad Hersfeld;bbzsucht.diakonie.hefrof@ekkw.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Beratungs- und Behandlungszentrum für Suchterkrankungen;Büchsenstraße 34-36;70174;Stuttgart;behandlungszentrumsucht@eva-stuttgart.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4282&cHash=bbf0fe8e8f1a92ce5a0735b3125b8e21
behandlungszentrumsucht(at)eva-stuttgart.de;Büchsenstraße 34-36;70174;Stuttgart;behandlungszentrumsucht@eva-stuttgart.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Beratungs- und Behandlungszentrum Niebüll;Westerlandstr. 3;25899;Niebüll;bbz-niebuell@dw-suedtondern.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4963&cHash=9201c40e5c402fd0f4ccca6d717f42e3
bbz-niebuell(at)dw-suedtondern.de;Westerlandstr. 3;25899;Niebüll;bbz-niebuell@dw-suedtondern.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Beratungs- und Behandlungszentrum Sylt - Suchtkrankenhilfe;Keitumer Landstrasse 36;25980;Sylt / Tinnum;j.ringele@dw-suedtondern.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5370&cHash=b77a8124d2510ea7e48a488aee7e74e5
j.ringele(at)dw-suedtondern.de;Keitumer Landstrasse 36;25980;Sylt / Tinnum;j.ringele@dw-suedtondern.de;https://www.dhs.de/service/suchthilfeverzeichnis/
